,Artist,Song,lyrics
1472,Meiko,I'm In Love,"Today I found a feeling
I thought I lost a long time ago
Today he's got me reeling
From a meeting of our souls

La la la
La la la

Today he said he loved me
And I know I love him just the same
Today feeling good is easy
I never thought I could be
This way again

La la la
My heart keeps singing
La la la
When he's around

I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love

Bum bum bum

Today I found a feeling
I thought I lost a long time ago
Today he's got me reeling
From a meeting of our souls

La la la
La la la

I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love
I'm in love"
1473,Hooray For Earth,No Love,"Its fire goes
Into our minds
Creating further holes
Constructing it
Without plans
Damaging the soul

Violent and bold
(It's a beautiful design)
Watch a light take hold
(It's a beautiful design)
Over and over till
(It's a beautiful design)
Watch the color spill

If a wire runs
From house to house
Doesn't mean we are connected
Destroying it
Specific plans
All strewn about rejected

Violent and bold
(It's a beautiful design)
Watch a light take hold
(It's a beautiful design)
Over and over till
(It's a beautiful design)
Watch the color spill

This time no love is what I need
But I want to want to learn
I want to want to learn
This time no love is what I need
But I want to want to learn
I want to want to learn

This time no love is what I need
But I want to want to learn
I want to want to learn
This time no love is what I need
But I want to want to learn
I want to want to learn

This time no love is what I need
But I want to want to learn
I want to want to learn
This time no love is what I need
But I want to want to learn
But I want to want to learn"
1474,Sacred Caves,On the Outside,-1
1475,ivy,Get out of the City,"Summer days are long and lonely
Cars are moving slowly
The streets are filled with air so still
I'm trying to get out of the city
Trying to get out of the city

Everybody's angry
It's hard not to be lazy
It's a bad time to have work to do
I'm trying to get out of the city
Trying to get out of the city

Roll the windows down
Take a look around
Everything is melting in the sun
Nothing's getting done
I don't have the time
Can't you see that I'm
Trying to get out of the city
Trying to get out of the city

Roll the windows down
Take a look around
Everything is melting in the sun
Nothing's getting done
I don't have the time
Can't you see that I'm
Trying to get out of the city
Trying to get out of the city"
1476,Tanlines,All Of Me,"Worn out faces
Hanging on the wall
Foreign places
Names you still recall
You say it loud to yourself
Why you just don't care
Say the things no one else
Will ever dare

So pardon me for asking, pardon me for thinking
All of me is asking, all of me is thinking

Say it loud when you mean it, with caps lock emotions
Do what you don't do
Say it loud when you mean it, with caps lock emotions
I'm in awe of you

So you lie to yourself
Why you're just not scared
All the things that you felt
Were always there

So pardon me for asking, pardon me for thinking
All of me is asking, all of me is thinking

Say it loud when you mean it, with caps lock emotions
Do what you don't do
Say it loud when you mean it, with caps lock emotions
I'm in awe of you"
1477,IS TROPICAL,The Greeks,"(3x) You only get what you give away
You'll only get it if you give it away

You only get what you give away,
So throw your hate away.

The Greeks have got him
With their tales of lust and myths of grief
Lights from the big wheel
Casts shadows that dance around the fair

Time for consulting, whilst carouselling
The quiet before the storm
Now he's in trouble, we've all had trouble
But learned to keep it shut

You only get what you give away
You'll only get it if you give it away
You only get what you give away,
So throw your hate away

The Greeks have got him
Now he's solemn and beat up pretty bad
Just like his brother
He will wear leather to thicken up his skin

He can't see colours, or hear like others
And has fallen into sin
Now it's all laughed at, the stage is past that
And filled with you and me

(2x Chorus)
You only get what you give away
You'll only get it if you give it away
You only get what you give away,
So throw your hate away"
1478,Generationals,"When They Fight, They Fight","When they fight, they fight
And when they come home at night they say,
""I love you, baby.""

Was it too much too soon,
Or too little too late?
He got the message she left on his car, in the rain.

And then the words they come to you,
Driving away.
You just can't let it go.

And when they fight, they fight,
And when they come home at night they say,
""I love you, baby.""

And when it all comes crashing down,
What can you do,
To find what you're looking for?
And then the words will come to you,
Driving through the rain.

But there'll be no one there to say them to anyway."
1479,Generationals,Put a Light On,"This one wicked road
You're gonna make it right
You found your way to go
You gonna take that right

You're gonna wait too long
You're gonna wait till night
You're gonna wait too long
You're gonna wait till night

Was that the thing you heard?
Was that the thing you said?
I try to find the way
Then maybe walk away!

The miles are way too long
The skies are way too bright
You know them way too long
To run away tonight!

Don't need to fall
The way that you go on tonight
Cause the light on me and my blue skies playing
The light on me and my blue skies playing

The sun will make them dry
The sun will make them dry
The sun will make them dry
The sun will make them dry

This one wicked road
You gonna make it right
You found your way to go
You gonna take that right

You're gonna wait too long
You're gonna wait till night
You're gonna wait too long
You're gonna wait till night"
1480,Penguin Prison,The Worse It Gets,"I'm always late to everything
I'm sorry
I'll send a photograph
I never think of anything
Until the moment's already passed
I can't be patient
I don't think it's working
I haven't noticed yet
I spend my days inside a screen
The more I look the worse it gets
The worse it gets, the worse it gets
The more I look the more I look the worse it gets

I got a car that I call Jenny
I take her out when there's too much noise in my head
She's always there to take me anywhere
Just the same way we do it again

I'm wide-awake and never sleep
Don't worry
I can't control myself
Don't wanna make another scene
Just wanna become someone else
I can't decide on anything important
Don't tell me I'll forget
I've seen my face too many times
The more I look the worse it gets
The worse it gets, the worse it gets
The more I look the more I look the worse it gets"
1481,Crystal Fighters,At Home,"No no no, no no no, no no no, no no no, no no no, no no no
Yeah, Yeah
No no no, no no no, no no no, no no no, no no no, no no no
Yeah, Yeah
No no no, no no no, no no no, no no no, no no no, no no no
Yeah, Yeah
No no no, no no no, no no no, no no no, no no no, no no no
Yeah, Yeah

Remember how I said I'd come someday baby?
How I said I'd come around to see you one day?
I said I'd try to find a way to run away, I'd get away some day.
Gonna come someday baby, gonna fly around the world to hear you say...
I'm gonna fly around the world to try to find you again and say:
I never thought I'd see you again,
I never thought I'd get to be with my best friend,
Never thought I had to tell you again,
Never thought I had to tell you how I lost my mind again.

I left alone. I left the world, I was running,
To be by your side I was dying,
Alone by your side I was flying.
I came alone, I've come a long way to get here,
The leaves that fall to my feet, at home,
They mean nothing to me.

No no no, no no no, no no no, no no no, no no no, no no no
Yeah, Yeah

Remember everywhere, everything is in this place,
Take a place if you found a place to take,
Take away the way you want to walk away,
Make a way with my mind my mind's away,
Wake me up when I'm on the throw to paradise,
Lift me off the ground and take me to the garden of paradise.

Remember everywhere, everything is in this place,
Take a place if you found a place to take,
And if you don't have anything nice to say,
You can tell it while you take it to your grave,
Wake me up when I'm on the throw to paradise,
Lift me off the ground and take me to the garden of paradise.

I left alone. I left the world, I was running,
To be by your side I was dying,
Alone by your side I was flying.
I came alone, I've come a long way to get here,
The leaves that fall to my feet, at home,
They mean nothing to me.

No no no, no no no, no no no, no no no, no no no, no no no
Yeah Yeah, Yeah Yeah.
No no no, no no no, no no no, no no no, no no no, no no no
Yeah Yeah, Yeah Yeah.
No no no, no no no, no no no, no no no, no no no, no no no
Yeah Yeah, Yeah Yeah.
No no no, no no no, no no no, no no no, no no no, no no no
Yeah Yeah, Yeah Yeah.
No no no, no no no, no no no, no no no, no no no, no no no
Yeah Yeah, Yeah Yeah.
No no no, no no no, no no no, no no no, no no no, no no no
Yeah Yeah, Yeah Yeah.
No no no, no no no, no no no, no no no, no no no, no no no
Yeah Yeah, Yeah Yeah.
No no no, no no no, no no no, no no no, no no no, no no no
Yeah Yeah, Yeah Yeah.
No no no, no no no, no no no, no no no, no no no, no no no
Yeah Yeah, Yeah Yeah."
1482,Metronomy,The Look,"You're up and you'll get down
You never running from this town

Kinda think you said
You'll never get anything better than this

'Cause you're going round in circles
And everyone knows you're trouble

Cause you read it in a big book
And now you giving me the look look
But just remember how we shook shook
And all the things we took took

This town's the oldest friend of mine

Get up and we get down
We're always running round this town

And to think I said
We'd never make anything better than this

'Cause we're always in small circles
And everyone thinks we're trouble

We didn't read it in the big book
(We didn't read in a big book, big book, big book)
And now we're giving you the look, look
(Giving you the look ah, giving you the look ah)
Just remember how we shook, shook (shook, shook, shook, shook)
And all the things we took, took (took, took, took, took)

(This town, this town) This town's the oldest friend of mine

(This town, this town, this town)"
1483,Fischerspooner,Never Win,"I don't need to need you
Tell me what to do
Tell me what to say
Don't you wanna help me
Tell me what to do
Help me find a way
If I was not me
I would hate me too
Just like you do
I don't need to need you
Tell me what to do
Tell me what to say

It's all made worse by a simple scheme
You're slipping away from me
Can't decide sometimes if it's worth the point
The point is the struggle, insecurity

Hopefully, you make no mistake
If you learn from what you've got to take
Good or bad, it's all gonna add up in the end but
You can never win

And it's the desperation to hold on to
Something that can't be held on to
So, Don't waste your time filling up my words
Don't tell me why, assume the worst

Hopefully, you make no mistake
If you learn from what you've got to take
Good or bad, it's all gonna add up in the end but
You can never win

Don't thank me
Don't tell me how
Don't break me down
Don't help me make it

I don't need to need you
Tell me what to do
Tell me what to say
Don't you wanna help me
Tell me what to do
Help me find a way"
1484,Paolo Nutini,New Shoes,"Woke up cold one Tuesday
I'm looking tired and feeling quite sick
I felt like there was something missing in my day-today life
So, I quickly opened the wardrobe
Pulled out some jeans and a t-shirt that seemed clean
Topped it off with a pair of old shoes
That were ripped around the seams
And, I thought, These shoes just don't suit me

Hey, I put some new shoes on
And suddenly everything is right
I said, Hey, I put some new shoes on, and everybody's smiling
It's so inviting
Oh, short on money
But, long on time
Slowly strolling in the sweet sunshine
And I'm running late
And I don't need an excuse
'Cause I'm wearing my brand new shoes

Woke up late one Thursday
And, I'm seeing stars as I'm rubbing my eyes
And, I felt like there were two days missing
As I focused on the time
And I made my way to the kitchen
But, I had to stop from the shock of what I found
A room full of all of my friends all dancing 'round and 'round
And, I thought, Hello, New Shoes
Bye-bye blues

Hey, I put some new shoes on
And suddenly everything is right
I said, Hey, I put some new shoes on and everybody's smiling
It's so inviting
Oh, short on money
But long on time
Slowly strolling in the sweet sunshine
And I'm running late
And I don't need an excuse
'Cause I'm wearing my brand new shoes

Take me wanderin' through these streets
Where bright lights and angels meet
Stone to stone they take me on
I'm walking till the break of dawn

Take me wanderin' through these streets
Where bright lights and angels meet
Stone to stone they take me on
I'm walking till the break of dawn

Hey, I put some new shoes on
And suddenly everything is right
I said, Hey, I put some new shoes on, and everybody's smiling
It's so inviting
Oh, short on money
But, long on time
Slowly strolling in the sweet sunshine
And I'm running late
And I don't need an excuse
'Cause I'm wearing my brand new shoes

Oh, hey, I put some new shoes on
And suddenly everything is right
I said, Hey, I put some new shoes on, and everybody's smiling
It's so inviting
Oh, short on money
But, long on time
Slowly strolling in the sweet sunshine
And I'm running late
And I don't need an excuse
'Cause I'm wearing my brand new shoes"
1485,Toploader,Dancing in the Moonlight - 2001 Remix,-1
1486,Foals,My Number,"You don't have my number
We don't need each other now
We don't need the city
The creed or the culture now

'Cause I feel the love, I feel the love
I feel the love, I feel the love
I feel the streets are now pulling me down

The people of the city
I don't need your counsel now
And I don't need your good advice
You don't have my lover's touch

You don't have my number
We don't need each other now
The creed or the culture
We can move beyond it now

Now the wolf is knocking at my door
Bang-bang, it asks for more
Stand here, we stand tall
We can move beyond these walls

And I don't need your counsel
And I don't need these city streets
And I don't need that good advice
'Cause we can move beyond it now

You don't have my number
We don't need each other now
The creed or the culture
You don't have my lover's touch

'Cause I feel the love, I feel the love
I feel the love, I feel the love
I feel the streets are now far from here

Do you even hear me
Do you even know my name
Can you see the ocean there
You don't have my lover's touch

And you don't have my number
And you don't have my number
And I wonder can you hear me
And are you even listening now

'Cause you don't have my number
We don't need each other now
And you can't steal my thunder
'Cause you don't have my lover's touch

You don't have my number
And I don't need no one now
And I don't need these city streets
The creed or the culture now

Ooh, oh
Ooh
Ooh, oh
Ooh, hey"
1487,Capital Cities,Safe and Sound,"I could lift you up
I could show you what you want to see
And take you where you want to be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound
We're safe and sound

I could fill your cup
You know my river won't evaporate
This world we still appreciate
You could be my luck
Even in a hurricane of frowns
I know that we'll be safe and sound

(Safe and sound) We're safe and sound
(Safe and sound) We're safe and sound
(Hold your ground) We're safe and sound
(Safe and sound)

I could show you love
In a tidal wave of mystery
You'll still be standing next to me
You could be my luck
Even if we're six feet underground
I know that we'll be safe and sound

We're safe and sound

(Safe and sound)
(Safe and sound)
(Hold your ground)
(Safe and sound)

I could lift you up
I could show you what you want to see
And take you where you want to be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

I could lift you up
I could show you what you want to see
And take you where you want to be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

We're safe and sound
We're safe and sound
We're safe and sound
We're safe and sound

(Safe and sound) We're safe and sound
(Safe and sound) We're safe and sound
(Hold your ground) We're safe and sound
(Safe and sound) We're safe and sound"
1488,STRFKR,While I'm Alive,-1
1489,CSS,"Music Is My Hot, Hot Sex",-1
1490,POP ETC,YOYO,-1
1491,Kimbra;A-Trak;Mark Foster,Warrior,"My hands are tied
But my eyes are open
This modern denial
Has me broken

Nothing mystical
No hullabaloo
Just chemicals
And no one looking down on you

What am I thinking (if you're so sure it's rational)
While the world's shrinking (but that don't make it logical)
What am I thinking (if you say I'm just an animal)
I feel like I'm sinking (you can't explain away the way I feel)

You're just pushing me down, pushing me down, pushing me down
(They tell you 'trust your head, be like men' but never feel like you're good enough)
You're just crushing me down, crushing me down, crushing me down
(They wanna take our light, make us fight, but never cry for the ones you love)

(I'll be your warrior, warrior)

You're taking over
And I'm feeling small
When I was a child
I knew it all

Nothing magical
No hologram behind the door
Just a chain reaction
But I know I'm made for more!

What am I thinking (if you're so sure it's rational)
While the world's shrinking (but that don't make it logical)
What am I thinking (if you say I'm just an animal)
I feel like I'm sinking (you can't explain away the way I feel)

And you're just pushing me down, pushing me down, pushing me down
(They tell you, 'trust your head, be like men' but never feel like you're good enough)
You're just pushing me down, pushing me down, pushing me down
(They wanna take our light, make us fight, but never cry for the ones you love)

And you're just pushing me down, pushing me down, pushing me down
(You wanna change the world, but your girls will be seen and not be heard)
You just crushing me down, crushing me down, crushing me down
(They wanna take our light, make us fight, but never cry for the ones you love)

And you're just pushing me down, pushing me down, pushing me down
(They tell you, 'trust your head, trust your head')
You're just pushing me down, pushing me down, pushing me down
(They wanna take our light, take our light, but never cry for the ones you love)

And you're just pushing me down, pushing me down, pushing me down
(You wanna change the world, but your girls will be seen and not be heard)
You just crushing me down, crushing me down, crushing me down
(They wanna take our light, make us fight, but never cry for the ones you love)"
1492,Daily Bread,Allure,-1
1493,Pien Feith,The Highway,-1
1494,Cayucas,Cayucos,"Can you hear me coming?
Feel it all around
Feet are stomping on the ground
It's that something, so familiar
Strange, but not so peculiar

Cayucos, past Morrow Bay
Shelly, shelly, shelly, shelly, shelly
Not uh, no way
Come on big fat wave
Come crashing through
Back behind the rocks
Back out from the dunes

Ooh, oway oway oh
Come on, come on, come on...
Come on, come on, come on...
Come come come come chamilleon

Did you see me up there?
Looking down below, waves come in so slow
Saying, ""Oh my God, I think I'm falling in love""

Cayucos, past Morrow Bay
Shelly, shelly, shelly, shelly, shelly
Not uh, no way
Come on bright red fire, burnt in the beehive
No hits and misses
Guy chasing fire flies

Come on, snap your fingers
Come on, clap your hands
Come on, stomp your feet fast as you can

Shake
Shake
Shake
Shake
Shake
Shake

Send them off to cayucos
Send them off to cayucos

Ooh, oway oway oh
Come on, come on, come on...
Come on, come on, come on...
Come come come come Chameleon"
1495,Cub Scouts,Do You Hear,-1
1496,Deep Sea Arcade,Steam,-1
1497,Solid Gold,Get Over It,"We were born again
In the silver sea
Giving us a light
Swimming over me
You could take it all
Or just hold me back
Because it feels so good
No one's innocent

Well I know you lied to me
We can end it now
We can really see
You've gone and died to me
You want to live again
Take it real easy, man

Get over it, get over it
It's not your fault, it's not your fault

When I pulled the top
Then she closed her eyes
So when the city wakes
From the sand to skies
When you float around
Like it hits 2044
So live the model life
No one knows what you're fighting them for

Well I know you lied to me
We can end it now
We can really see
You've gone and died to me
You want to live again
So it can be easy, man

Get over it, get over it
It's not your fault, it's not your fault

Get over it, take it easy man
It's not your fault, it's not your fault"
1498,Noah And The Whale,5 Years Time,"Oh well, in five years time we could be walking 'round a zoo
With the sun shining down over me and you
And there'll be love in the bodies of the elephants too
And I'll put my hands over your eyes, but you'll peep through

And there'll be sun sun sun all over our bodies
And sun sun sun all down our necks
And there'll be sun sun sun all over our faces
And sun sun sun -so what the heck

'Cause I'll be laughing at all your silly little jokes
And we'll be laughing about how we used to smoke
All those stupid little cigarettes and drink stupid wine
'Cause it's what we needed to have a good time

But it was fun fun fun when we were drinking
It was fun fun fun when we were drunk
And it was fun fun fun when we were laughing
It was fun fun fun, oh it was fun

Oh well, I look at you and say
It's the happiest that I've ever been
And I'll say I no longer feel I have to be James Dean
And she'll say, ""Yeah, well I feel all pretty happy too.""
And I'm always pretty happy when I'm just kicking back with you

And it'll be love love love all through our bodies
And love love love all through our minds
And it be Love love love all over her face
And love love love all over mine

Although maybe all these moments are just in my head
I'll be thinking 'bout them as I'm lying in bed
And although not really, it might not even come true
But in my mind I'm havin' a pretty good time with you

In five years time, I might not know you
In five years time, we might not speak at all
In five years time, we might not get along
In five years time, you might just prove me wrong

Oh, there'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love love love wherever you go

There'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love"
1499,Hands,The Game is Changing Us,-1
1500,Metric,Dead Disco,"Skip town, slow down
Push it to the east coast
Step down, turn around
Push it to the west
Need less, use less
We're asking for too much I guess
Cause all we get is...

Dead disco
Dead funk
Dead rock'n'roll
Remodel
Everything that's been done
La la la la la la la la la la

Tits out, pants down
Overnight to London
Touch down, look around
Everyone's the same
Worldwide, airtight
No one's got a face left to blame
And all we get is...

Dead disco
Dead funk
Dead rock'n'roll
Remodel
Everything that's been done
La la la la la la la la la la

Dead disco
Dead funk
Dead rock'n'roll
Remodel
Everything that's been done
La la la la la la la la la la

I know, I know you tried to change things
I know, I know you tried to change
I know, I know you tried to change things
I know, I know you tried to change
I know"
1501,The Jungle Giants,I Am What You Want Me to Be,"I want to sit 
I want to sit
I want to sit
I want to sit 
I want to sit and read the paper

I want to dream 
I want to dream 
I want to dream
I want to dream
I want to dream about you forever

'Cause I am a man 
I am a star
I am here 
I am what you want
I am black 
I am white
I am me
I am what you want me to be
I am what you want me to be
I am what you want me to be 

I'll go to war
I'll go to war
I'll go to war
I'll go to war just to tell you that I need you 

I'll sing a song
I'll sing a song
I'll sing a song
I'll sing a song just to tell you that I love you

'Cause I am a man
I am a star
I am here
I am what you want 
I am black 
I am white
I am me 
I am what you want me to be
I am what you want me to be
I am what you want me to be 
I am what you want me to be
I am what you want me to be

Be 
I am what you want me to be
I am what you want me to be
I am what you want me to be 
To be, to be, to be, to be
Want you want me to be"
1502,Pacific Air,Float,"Now I don't know if I'm lost
But this all just looks the same
I am pushing on the door
Between sorrow and fame
I would crawl out of this hole
If it wasn't so cold
In the morning, I'll be fine
In the morning, I'll be right

If I go all the way
Then the girl won't stay
No the girl won't stay
I know I can change
If we both get old
Will you let me float away?

I don't want to be young
But I don't want to die
I can whisper in the wind
We can smoke out every night

I don't want to live alone
I don't want to stay inside
I can learn from my mistakes
In the morning I'll be right

If I go all the way
Then the girl won't stay
No the girl won't stay
I know I can change
If we both get old
Will you let me float away?

If I go all the way
Then the girl won't stay
No the girl won't stay
I know I can change
If we both get old
Will you let me float away?"
1503,Brad Sucks,Making Me Nervous,"(Here we go)
One step at a time
Don't be living on the line
I don't need a friend
I got morbid on the mind
Sunshine in my brain
Making everyone complain
Radio in the heart
Don't be being so strange

I think I'm losing it
Baby, where you been?
Everybody says that you're moving again
I don't wanna be right
Baby, every single night
I could tell you a thing about taking your time
It's making me nervous, yeah

One step at a time
Don't be living on the line
I don't need a friend
I got morbid on the mind
Sunshine in my brain
Making everyone complain
Radio in the heart
Don't be being so strange

I think I'm losing it
Baby, where you been?
Everybody says that you're moving again
I don't wanna be right
Baby, every single night
I could tell you a thing about taking your time
It's making me nervous, yeah

I think I'm losing it
Baby, where you been?
Everybody says that you're moving again
I don't wanna be right
Baby, every single night
I could tell you a thing about taking your time
It's making me nervous, yeah"
1504,Kyle Andrews,You Always Make Me Smile,"I like your messy hair
I like the clothes you wear
I like the way you sing
And when you dance with me

I don't know why I love you
I just know I can't stop thinking of you
Oh wait, it's 'cause you make me smile
You always make me smile

I like that rainbow pair
Of gym shoes that you wear
I like the chance you take
I like the mess you make

I don't know why I love you
I just know, I can't stop thinking of you
Oh wait, it's 'cause you make me smile
You always make me smile

I like that rainbow pair
Of gym shoes that you wear
I like the way you sing
And when you dance with me

I like the face you make
And when you dance with me
I like the rules you break
And when you dance with me

I like the cake you bake
And when you dance with me
I like the chance you take
So won't you dance with me

I don't know why I love you
I just know I can't stop thinking of you
Oh wait, it's 'cause you make me smile
You always make me smile
You always make me smile"
1505,The Format,The First Single (You Know Me),"I can't stand to think about
A heart so big it hurts like hell
Oh my God, I gave my best
But for three whole years to end like this

Well do you want to fall apart
I can't stop if you can't start
Do you want to fall apart
I could if you can try to fix what I've undone
'Cause I hate what I've become

You know me,
Or you think you do you, you just don't seem to see
I've been waiting all this time to be
Something I can't define. So let's
Cause a scene
Clap our hands and stomp our feet or something,
Yeah something.
I've just got to get myself over me

I could stand to do without
All the people I have left behind
What's the point in going 'round
When it's a straight line baby, a straight line down

So let's make a list of who we need
And it's not much, if anything
Let's make a list of who we need
And we'll throw it away 'cause we don't need anyone
No, we don't need anyone

You know me,
Or you think you do, you just don't seem to see
I've been waiting all this time to be
Something I can't define. So let's
Cause a scene
Clap our hands and stomp our feet or something,
Yeah something.
I've just got to get myself over me

And I hate what I've become

You know the night life is just not for me
'Cause all you really need are a few good friends
I don't want to go out and be on my own
You know they started something I can't stand

You leave for the city, well count me out
'Cause all this time is wasted on
Well, everything I've done

You know me,
Or you think you do you, you just don't seem to see
I've been waiting all this time to be
Something I can't define. So let's
Cause a scene
Clap our hands and stomp our feet or something,
Yeah something.
I've just got to get myself over me

You know me,
Or you think you do you, you just don't seem to see
I've been waiting all this time to be
Something I can't define. So let's
Cause a scene
Clap our hands and stomp our feet or something,
Yeah something.
I've just got to get myself over me, yeah
Over me, yeah. Over me."
1506,Grimes,Genesis,"My heart will never feel
Never see, will never know
Oh, heart and then it falls
And then I fall and then I know

My heart will never feel
Will never see, will never know
Oh, heart and then it falls
And then I fall and then I know

My heart will never feel
Will never see, will never know
Oh, heart and then it falls
And then I fall and then I know

My
My
My
Everything, everything, everything
My
Everything, everything, everything
My heart

Home is unknown, I am a vagabond
Home is unknown, I am a vagabond
Home is unknown, I am a vagabond
It's always different now
I am the one who falls

Home is unknown, I am a vagabond
Home is unknown, I am a vagabond

My heart will never be
Will never see, will never know
Oh, heart and then it falls
And then it falls and then I know

My heart will never be
Will never see, will never know
Oh, heart and then it falls
And then I fall and then I know

Everything, everything, everything
My heart
Everything, everything, everything

We be... Home in the unknown
Like a vagabond
It's always different now
I'm the one who falls

Home the unknown
Like a vagabond
It's always different now
I'm the one who falls

Home the unknown
I am a vagabond
It's always different now
I am the one that falls

Home the unknown
I am a vagabond
It's always different now
I am the one that falls"
1507,Ghostland Observatory,Sad Sad City,"Been getting tired of my motor running
Feeling overheated cause my life keeps coming
My heart's been troubled by the speed of love

Searching the streets for a soul committee
Talking ideas on lust and pity
The fables I've found have no place at home

Well, I need you to want me, to hold me, to tell me the truth
Say, I need you to want me, to hold me, to tell me the truth, yeah
Ain't no party in a sad, sad city
Ain't no party in a sad, sad city

Roll the dice, pay the price
Dance with wolves in a pack of lies
The blood we crave shall drive us all insane

Outerspace, it's a lovely place,
Long lost love in flower vase
Laying on the floor, shattered, battered and bruised

Well, I need you to want me, to hold me, to tell me the truth
Say, I need you to want me, to hold me, to tell me the truth, yeah
Ain't no party in a sad, sad city
Ain't no party in a sad, sad city
Ain't no party in a sad, sad city

I need you to want me, to hold me, to tell me the truth
Say, I need you to want me, to hold me, to tell me the truth, yeah
Ain't no party in a sad, sad city
Ain't no party in a sad, sad city"
1508,Blood Orange,Dinner,"Always on your own, don't consider trying
I tried you on the phone, but you considered lying

Never had a doubt I'm losing

So I'm tidying my room and trying to be careful
Drinking in the afternoon and lighting up whilst tearful

Hoping that you're still unhappy
I'll do everything I can
To make sure that you are never happy

Breaking out of this cocoon and clawing at the camera
Seeing you would be too soon, I'm stupid if I want more

Hoping that you die unhappy
I'll do anything I can
To make sure that you are never happy

Never had a doubt I'm losing

So unsure of every question in the dark
Trying hard not to make of with anything you gave me
I'm so scared and down on friends so please pretend there is no end

Trying not to be a victim in your game
Know your dirty ways and know you feel the same
It kills me deep inside, I hope you cry when you see what you have inside

Never had a doubt I'm losing
I'll do everything I can (I can)
To make sure that you are never happy (Oh no, oh no)

Never had a doubt I'm losing
I'll do everything I can (I can)
To make sure that you are never happy (Oh no, oh no)

Never had a doubt I'm losing
I'll do everything I can
To make sure that you are never happy (Oh no, oh no)

Never had a doubt I'm losing
I'll do everything I can
To make sure that you are never happy (Oh no, oh no)"
1509,Capital Cities,Love Away,"Love, just love away
Just do it everyday
Just do it every way

All my friends, they pretend
The end is just around the bend
But since you came along
I'm not believin' it

Sunshine, destiny
The birds and bees and centipedes
Until you came along
I never needed it

Love, just love away
Just do it everyday
Just do it every way

Money, power, a man of means
Chasing down irrational dreams
But when you came along
I was freed of it

Throw your TV out the door
One, two, three, four, on the floor!
And if you sing a song
You'll believe in it

Love, just love away
Just do it everyday
Just do it every way"
1510,Gorillaz,Dirty Harry,"I need a gun to keep myself from harm
The poor people are burning in the sun
But they ain't got a chance, they ain't got a chance
I need a gun 'cause all I do is dance
'Cause all I do is dance

I need a gun to keep myself from harm
The poor people are burning in the sun
No, they ain't got a chance, they ain't got a chance
I need a gun 'cause all I do is dance
'Cause all I do is dance

Get my backpack, I got my act right
In case you act quite difficult
And your result weaken with anger and discontent
Some are seekin' ""In search of"" like Nimoy

I'm a peace-loving decoy ready for retaliation
I change the whole location to a pine box six-under
Impulsive, don't ask why or wonder
Orders given to me is 'Strike' and I'm thunder
With lightning fast reflexes on constant alert
From the constant hurt that seems limitless
With no drop in pressure
Seems like everybody's out to test ya
Till they see you break
They can't conceal the hate that consumes ya
I'm the reason why you fill up your Isuzu

Chill with your old lady at the tilt
I got a 90 days visit and I'm filled with guilt
From things that I've seen
Your water's from a bottle, mine's from a canteen
At night I hear the shots ring, so I'm a light sleeper
The cost of life, it seems to get cheaper
Out in the desert with my street sweeper
The war is over, so said the speaker

With the flight suit on
Maybe to him I'm just a pawn
So he can advance
Remember when we used to dance?
Man, all I wanna do is dance

Dance, dance, dance
I need a gun to keep myself from harm"
1511,Youngblood Hawke,We Come Running,"We come running
We come running
We come running
We come running

Under a pale blue sky
You never felt so cold
Another sleepless night
How could you ever let go
How do you recognize
The dirty face of gold
Behind that crooked line
Where you never knew you'd go

Headed for the open door
Tell me what you're waiting for
Look across the great divide
Soon they're gunna hear
The sound, the sound, the sound
When we come running
Never go where we belong
Echoes in the dead of dawn
Soon they're gunna know
The sound, the sound, the sound
When we come running

The sound, the sound, the sound
When we come running

When the worlds gone quiet
I see you dancing slow
Feeling satisfied
Where you never knew you'd go

Headed for the open door
Tell me what you're waiting for
Look across the great divide
Soon they're gunna hear
The sound, the sound, the sound
When we come running
Never go where we belong
Echoes in the dead of dawn
Soon they're gunna know
The sound, the sound, the sound
When we come running

The sound, the sound, the sound
When we come running

Days go by
Feeling broke and tired
Remember
Always remember

The sound, the sound, the sound
When we come running
The sound, the sound, the sound
When we come running

Headed for the open door
Tell me what you're waiting for
Look across the great divide
Soon they're gunna hear
The sound, the sound, the sound
When we come running
Never go where we belong
Echoes in the dead of dawn
Soon they're gunna know
The sound, the sound, the sound
When we come running

The sound, the sound, the sound
When we come running"
