,Artist,Song,lyrics
81,Charlie Puth,One Call Away,"I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

Call me, baby, if you need a friend
I just wanna give you love
C'mon, c'mon, c'mon
Reaching out to you, so take a chance
No matter where you go, you know you're not alone

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

Come along with me, and don't be scared
I just wanna set you free
C'mon, c'mon, c'mon
You and me can make it anywhere
For now, we can stay here for a while, ay
'Cause you know, I just wanna see you smile
No matter where you go, you know you're not alone

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

And when you're weak, I'll be strong
I'm gonna keep holdin' on
Now don't you worry, it won't be long
Darling, and when you feel like hope is gone,
Just run into my arms

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one, I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away
I'm only one call away"
82,Ria Mae,Ooh Love,"Ooh love, you got me so mad
I give you all of my lovin'
Best that you've ever had
Ooh love
Ooh love

I wanna settle down, stop lookin'
Spend all my time not worryin'
I wanna find the one to spend all of my days
I want it to be you, I'm crazy for you, babe

Ooh love, you got me so mad
I give you all of my lovin'
Best that you've ever had
Ooh love, you're not treating me right
I got my shoes on now
I might be leaving tonight
You're gonna miss me in the morning
You're gonna miss me in the morning

It's been so nice to spend the time
Searching for clues to ease my mind
But I can't relax and I can't move on
Are you that someone?
Are you that someone?

Ooh love, you got me so mad
I give you all of my lovin'
Best that you've ever had
Ooh love, you're not treating me right
I got my shoes on now
I might be leaving tonight
You're gonna miss me in the morning
I might be leaving tonight
You're gonna miss me in the morning
I might be leaving tonight

I wanna settle down, stop looking
Spend all my time not worrying
I wanna find the one to spend all of my days
I want it to be you, I'm crazy for you, babe

Ooh love, you got me so mad
I give you all of my lovin'
Best that you've ever had
Ooh love, you're not treating me right
I got my shoes on now
I might be leaving tonight
You're gonna miss me in the morning
I might be leaving tonight
You're gonna miss me in the morning
I might be leaving tonight"
83,James Bay,"If I Ain’t Got You - James Bay Spotify Session 2015 ""Alicia Keys Cover""",-1
84,Coldplay,Fix You,"When you try your best but you don't succeed
When you get what you want but not what you need
When you feel so tired but you can't sleep
Stuck in reverse

And the tears come streaming down your face
When you lose something you can't replace
When you love someone but it goes to waste
Could it be worse?

Lights will guide you home
And ignite your bones
And I will try to fix you

And high up above or down below
When you're too in love to let it go
But if you never try you'll never know
Just what you're worth

Lights will guide you home
And ignite your bones
And I will try to fix you

Tears stream down your face
When you lose something you cannot replace
Tears stream down your face
And I...

Tears stream down your face
I promise you I will learn from my mistakes
Tears stream down your face
And I...

Lights will guide you home
And ignite your bones
And I will try to fix you"
85,Sam Smith,Stay With Me,"Guess it's true, I'm not good at a one-night stand
But I still need love 'cause I'm just a man
These nights never seem to go to plan
I don't want you to leave, will you hold my hand?

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me

Why am I so emotional?
No it's not a good look, gain some self control
And deep down I know this never works
But you can lay with me so it doesn't hurt

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me"
86,Jack Johnson,Better Together,"There's no combination of words
I could put on the back of a postcard
No song that I could sing
But I can try for your heart
Our dreams they are made up of real things
Like a shoebox of photographs
Of sepia-tone loving
Love is the answer
At least for most of the questions of my heart
Like why we're here? 'nd where do we go?
And how come it's so hard?
It's not always easy,
No, Sometimes life can be deceiving
I'll tell you one thing it's always better when we're together

Mmm it's always better when we're together
Yeah we look at them stars when we're together
Well It's always better when we're together
Yeah, it's always better when we're together

And all of these moments
Might find their way into my dreams tonight
But I know that they'll be gone
When the morning light sings
And brings new things
But tomorrow night you see
That they'll be gone too
Too many things I have to do
But if all of these dreams might find their way
Into my day to day scene
I'll be under the impression
I was somewhere in between
With only two
Just me and you
Not so many things we got to do
Or places we got to be
We'll sit beneath the mango tree now

Yeah, It's always better when we're together
Mmm We're somewhere in between together
Well It's always better when we're together
Yeah, it's always better when we're together

I believe in memories
They look so, so pretty when I sleep
Hey now, and when I wake up
You look so pretty sleeping next to me
But there is not enough time
And there is no, no song I could sing
And there is no combination of words I could say
But I will still tell you one thing
We're better together"
87,Adam Levine,Lost Stars,"Please don't see just a boy caught up in dreams and fantasies
Please see me reaching out for someone I can't see
Take my hand let's see where we wake up tomorrow
Best laid plans sometimes are just a one night stand
I'd be damned Cupid's demanding back his arrow
So let's get drunk on our tears and...

God, tell us the reason youth is wasted on the young
It's hunting season and the lambs are on the run
Searching for meaning
But are we all lost stars, trying to light up the dark?

Who are we? Just a speck of dust within the galaxy?
Woe is me, if we're not careful, turns into reality
Don't you dare let our best memories bring you sorrow
Yesterday I saw a lion kiss a deer
Turn the page maybe we'll find a brand new ending
Where we're dancing in our tears and...

God, tell us the reason youth is wasted on the young
It's hunting season and the lambs are on the run
Searching for meaning
But are we all lost stars, trying to light up the dark?

I thought I saw you out there crying
I thought I heard you call my name
I thought I heard you out there crying
Just the same

God, give us the reason youth is wasted on the young
It's hunting season and this lamb is on the run
Searching for meaning
But are we all lost stars, trying to light up the dark?

I thought I saw you out there crying
I thought I heard you call my name
I thought I heard you out there crying
But are we all lost stars, trying to light up the dark?
But are we all lost stars, trying to light up the dark?"
88,Hozier,Cherry Wine - Live,-1
89,John Mayer,XO,-1
90,Colbie Caillat,Bubbly,"Will you count me in?

I've been awake for a while now
You got me feelin' like a child now
'Cause every time I see your bubbly face
I get the tinglies in a silly place

It starts in my toes
And I crinkle my nose
Wherever it goes, I always know
That you make me smile
Please stay for a while now
Just take your time, wherever you go

The rain is fallin' on my window pane
But we are hidin' in a safer place
Under cover stayin' dry and warm
You give me feelings that I adore

They start in my toes
Make me crinkle my nose
Wherever it goes, I always know
That you make me smile
Please stay for a while now
Just take your time, wherever you go

But what am I gonna say,
When you make me feel this way?
I just... mmmmm...

And it starts in my toes
Makes me crinkle my nose
Wherever it goes, I always know
That you make me smile
Please stay for a while now
Just take your time, wherever you go

I've been asleep for a while now
You tuck me in just like a child now
'Cause every time you hold me in your arms
I'm comfortable enough to feel your warmth

It starts in my soul
And I lose all control
When you kiss my nose, the feelin' shows
'Cause you make me smile
Baby, just take your time now
Holdin' me tight

Wherever, wherever, wherever you go
Wherever, wherever, wherever you go
Oh, wherever you go
I always know
'Cause you make me smile
Even just for a while"
91,Katy Perry,The One That Got Away - Acoustic,-1
92,One Direction,Story of My Life,"Written in these walls are the stories that I can't explain
I leave my heart open, but it stays right here empty for days
She told me in the morning she don't feel the same about us in her bones
It seems to me that when I die these words will be written on my stone

And I'll be gone, gone tonight
The ground beneath my feet is open wide
The way that I've been holdin' on too tight
With nothing in between

The story of my life, I take her home
I drive all night to keep her warm and time
Is frozen (the story of, the story of)
The story of my life, I give her hope
I spend her love until she's broke inside
The story of my life (the story of, the story of)

Written on these walls are the colours that I can't change
Leave my heart open but it stays right here in its cage
I know that in the morning, I'll see us in the light upon the hill
Although I am broken, my heart is untamed still

And I'll be gone, gone tonight
The fire beneath my feet is burning bright
The way that I've been holdin' on so tight
With nothing in between

The story of my life I take her home
I drive all night to keep her warm and time
Is frozen (the story of, the story of)
The story of my life I give her hope
I spend her love until she's broke inside
The story of my life (the story of, the story of)

And I've been waiting for this time to come around
But baby, running after you is like chasing the clouds
The story of my life, I take her home
I drive all night to keep her warm and time is frozen

The story of my life I give her hope (Give her hope)
I spend her love until she's broke inside (Until she's broke inside)
The story of my life (the story of, the story of)
The story of my life
The story of my life (the story of, the story of)
The story of my life"
