,Artist,Song,lyrics
1260,Bruno Mars,Treasure,"(Baby squirrel, you's a sexy motherfucker)

Give me your, give me your, give me your attention, baby
I gotta tell you a little somethin' about yourself
You're wonderful, flawless, ooh, you a sexy lady
But you walk around here like you wanna be someone else
 
Ooh, whoa
I know that you don't know it, but you're fine, so fine (fine, so fine)
Ooh, whoa
Oh girl, I’m gonna show you when you're mine, oh mine (mine, oh mine)
 
Treasure, that is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure, ooh ooh ooh
 
Pretty girl, pretty girl, pretty girl, you should be smiling
A girl like you should never look so blue
You're everything I see in my dreams
I wouldn't say that to you if it wasn't true
 
Ooh, whoa
I know that you don't know it, but you're fine, so fine (fine, so fine)
Ooh, whoa
Oh girl, I’m gonna show you when you're mine, oh mine (mine, oh mine)
 
Treasure, that is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure, ooh ooh ooh
 
You are my treasure, you are my treasure
You are my treasure, yeah, you, you, you, you are
You are my treasure, you are my treasure
You are my treasure, yeah, you, you, you, you are
 
Treasure, that is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure, ooh ooh ooh"
1261,Maroon 5,One More Night,"Ooh, ooh ooh ooh, ooh ooh ooh ooh
Ooh, ooh ooh ooh, ooh ooh ooh ooh

You and I go hard at each other
Like we're going to war
You and I go rough, we keep throwing things
And slamming the door

You and I get so damn dysfunctional
We start keeping score
You and I get sick, yeah
I know that we can't do this no more, yeah

But baby, there you go again
There you go again making me love you
Yeah, I stopped using my head
Using my head, let it all go

I got you stuck on my body
On my body like a tattoo
And now I'm feeling stupid
Feeling stupid, crawling back to you

So I cross my heart and I hope to die
That I will only stay with you one more night
And I know I said it a million times
But I'll only stay with you one more night

Try to tell you no
But my body keeps on telling you yes
Try to tell you to stop
But your lipstick got me so out of breath

I'd be waking up in the morning
Probably hating myself
And I'd be waking up
Feeling satisfied but guilty as hell, yeah

But baby, there you go again
There you go again, making me love you (making me love you)
Yeah, I stopped using my head
Using my head, let it all go (let it all go)

I got you stuck on my body
On my body like a tattoo (like a tattoo, yeah)
And now I'm feeling stupid
Feeling stupid, crawling back to you

So I cross my heart and I hope to die
That I will only stay with you one more night (oh)
And I know I said it a million times (yeah)
But I'll only stay with you one more night


(Ooh, ooh ooh ooh, ooh ooh ooh ooh)
Yeah baby, give me one more night
(Ooh, ooh ooh ooh, ooh ooh ooh ooh)
Yeah baby, give me one more night
(Ooh, ooh ooh ooh, ooh ooh ooh ooh)
Yeah baby, give me one more night
(Ooh, ooh ooh ooh, ooh ooh ooh ooh)

But baby, there you go again
There you go again making me love you
Yeah, I stopped using my head
Using my head, let it all go

Got you stuck on my body
On my body like a tattoo
Yeah, yeah, yeah, yeah

So I cross my heart and I hope to die (oh, oh)
That I will only stay with you one more night (oh, oh)
And I know I said it a million times (a million times)
But I'll only stay with you for one more night
(Yeah baby, give me one more night)

So I cross my heart and I hope to die
That I’ll only stay with you one more night (yeah, yeah)
And I know I said it a million times (yeah, yeah)
But I’ll only stay with you one more night

I don't know, whatever"
1262,Maroon 5,She Will Be Loved,"Beauty queen of only eighteen
She had some trouble with herself
He was always there to help her
She always belonged to someone else

I drove for miles and miles
And wound up at your door
I've had you so many times 
But somehow, I want more

I don't mind spending everyday
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay awhile

And she will be loved
And she will be loved

Tap on my window, knock on my door
I want to make you feel beautiful
I know I tend to get so insecure
It doesn't matter anymore

It's not always rainbows and butterflies
It's compromise that moves us along, yeah
My heart is full, and my door's always open
You come anytime you want, yeah

I don't mind spending everyday
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay awhile

And she will be loved
And she will be loved
And she will be loved 
And she will be loved

I know where you hide, alone in your car
Know all of the things that make you who you are
I know that goodbye means nothing at all
Comes back and begs me to catch her every time she falls

Tap on my window, knock on my door
I want to make you feel beautiful

I don't mind spending every day
Out on your corner in the pouring rain, oh
Look for the girl with the broken smile
Ask her if she wants to stay awhile

And she will be loved
And she will be loved
And she will be loved
And she will be loved

Please don't try so hard to say goodbye
Please don't try so hard to say goodbye

I don't mind spending everyday
Out on your corner in the pouring rain

Please don't try so hard to say goodbye"
1263,Maroon 5,This Love,"I was so high I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye as she got on a plane
Never to return again 
But always in my heart

Oh, this love has taken its toll on me
She said goodbye too many times before
And her heart is breakin' in front of me
And I have no choice, 'cause I won't say goodbye anymore
Whoa, whoa, whoa

I tried my best to feed her appetite
Keep her coming every night
So hard to keep her satisfied
Oh, kept playing love like it was just a game
Pretending to feel the same
Then turn around and leave again

But uh-oh, this love has taken its toll on me
She said goodbye too many times before
And her heart is breakin' in front of me
And I have no choice, 'cause I won't say goodbye anymore
Whoa, whoa, whoa

I'll fix these broken things
Repair your broken wings
And make sure everything's all right (It's all right, it's all right)
My pressure on your hips
I'm sinking my fingertips
Into every inch of you
'Cause I know that's what you want me to do

This love has taken its toll on me
She said goodbye too many times before
Her heart is breakin' in front of me
And I have no choice, 'cause I won't say goodbye anymore

This love has taken its toll on me
She said goodbye too many times before
And my heart is breakin' in front of me
She said goodbye too many times before

This love has taken its toll on me
She said goodbye too many times before 
Her heart is breakin' in front of me
But I have no choice, 'cause I won't say goodbye anymore..."
1264,Bruno Mars,Grenade,"Easy come, easy go, that's just how you live
Oh, take, take, take it all, but you never give
Should've known you was trouble from the first kiss
Had your eyes wide open, why were they open?

Gave you all I had and you tossed it in the trash
You tossed it in the trash, you did
To give me all your love is all I ever asked
'Cause what you don't understand is

I'd catch a grenade for ya (yeah, yeah, yeah)
Throw my hand on a blade for ya (yeah, yeah, yeah)
I'd jump in front of a train for ya (yeah, yeah, yeah)
You know I'd do anything for ya (yeah, yeah, yeah)

Oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for you, baby
But you won't do the same

No, no, no, no

Black, black, black and blue, beat me till I'm numb
Tell the devil I said, hey, when you get back to where you're from
Mad woman, bad woman, that's just what you are
Yeah, you'll smile in my face then rip the brakes out my car

Gave you all I had and you tossed it in the trash
You tossed it in the trash, yes you did
To give me all your love is all I ever asked
'Cause what you don't understand is

I'd catch a grenade for ya (yeah, yeah, yeah)
Throw my hand on a blade for ya (yeah, yeah, yeah)
I'd jump in front of a train for ya (yeah, yeah, yeah)
You know I'd do anything for ya (yeah, yeah, yeah)

Oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for ya, baby
But you won't do the same

If my body was on fire
Ooh, you'd watch me burn down in flames
You said you loved me, you're a liar
'Cause you never, ever, ever did, baby

But darling, I'd still catch a grenade for ya (yeah, yeah, yeah)
Throw my hand on a blade for ya (yeah, yeah, yeah)
I'd jump in front of a train for ya (yeah, yeah, yeah)
You know I'd do anything for ya (yeah, yeah, yeah)

Oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for you, baby
But you won't do the same

No, you won't do the same
You wouldn't do the same
Ooh, you never do the same
No, no, no, no"
1265,Maroon 5,Won't Go Home Without You,"I asked her to stay, but she wouldn't listen
And she left before I had the chance to say, ohh
The words that would mend the things that were broken
But now it's far too late, she's gone away

Every night you cry yourself to sleep
Thinking, why does this happen to me?
Why does every moment have to be so hard?
Hard to believe that

It's not over tonight 
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you

The taste of her breath, I'll never get over 
And the noises that she made kept me awake, ohh
The weight of the things that remain unspoken
Built up so much, it crushed us every day

Every night you cry yourself to sleep
Thinking, why does this happen to me?
Why does every moment have to be so hard?
Hard to believe it

It's not over tonight 
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you
Ohh, it's not over tonight 
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you, ohh

Of all the things I felt but never really shown
Perhaps the worst is that I ever let you go
I should not ever let you go

It's not over tonight 
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you
Ohh, it's not over tonight
Just give me one more chance to make it right
I may not make it through the night
I won't go home without you
And I won't go home without you
And I won't go home without you
And I won't go home without you"
1266,Bruno Mars,It Will Rain,"If you ever leave me, baby
Leave some morphine at my door
'Cause it would take a whole lot of medication
To realize what we used to have, we don't have it anymore

There's no religion that could save me
No matter how long my knees are on the floor, ohohoho
So keep in mind all the sacrifices I'm makin'
Will keep you by my side, will keep you from walkin' out the door

'Cause there'll be no sunlight if I lose you, baby
There'll be no clear skies if I lose you, baby
Just like the clouds my eyes will do the same
If you walk away every day it will rain, rain, rain, heyeyey

I'll never be your mother's favorite
Your daddy can't even look me in the eye
Ooohooohooo, if I was in their shoes, I'd be doing the same thing
Sayin': ""There goes my little girl walkin' with that troublesome guy""

But they're just afraid of something they can't understand
Ooh, but, little darlin', watch me change their minds
Yeah, for you I'll try, I'll try, I'll try, I'll try
I'll pick up these broken pieces till I'm bleeding if that'll make you mine

'Cause there'll be no sunlight if I lose you, baby
There'll be no clear skies if I lose you, baby
Just like the clouds my eyes will do the same
If you walk away every day it will rain, rain, rain, heyeyey

Don't just say (Don't just say) goodbye (Goodbye)
Don't just say (Don't just say) goodbye (Goodbye)
I'll pick up these broken pieces till I'm bleeding if that'll make it right

'Cause there'll be no sunlight if I lose you, baby
There'll be no clear skies if I lose you, baby
Just like the clouds my eyes will do the same
If you walk away every day it will rain, rain, rain, heyeyey"
1267,Maroon 5;Wiz Khalifa,Payphone,"Maroon 5:
I'm at a payphone trying to call home
All of my change I spent on you
Where have the times gone
Baby, it's all wrong, where are the plans we made for two

Yeah, I, I know it's hard to remember the people we used to be
It's even harder to picture that you're not here next to me
You say it's too late to make it but is it too late to try
And in that time that you wasted, all of our bridges burned down

I've wasted my nights, you turned out the lights
Now I'm paralyzed still stuck in that time
When we called it love
But even the sun sets in paradise

I'm at a payphone trying to call home
All of my change, I spent on you
Where have the times gone
Baby, it's all wrong, where are the plans we made for two

If happy ever after did exist
I would still be holding you like this
And all those fairytales are full of shit
One more fucking love song I'll be sick, oh

You turned your back on tomorrow, 'cause you forgot yesterday
I gave you my love to borrow, but you just gave it away
You can't expect me to be fine, I don't expect you to care
I know I said it before, but all of our bridges burned down

I've wasted my nights, you turned out the lights
Now I'm paralyzed, still stuck in that time
When we called it love
But even the sun sets in paradise

I'm at a payphone trying to call home
All of my change, I spent on you
Where have the times gone
Baby, it's all wrong, where are the plans we made for two

If happy ever after did exist
I would still be holding you like this
And all those fairytales are full of shit
One more fucking love song I'll be sick, now I'm at a payphone

Wiz Khalifa:
Man, fuck that shit, I'll be out spending all this money
While you sitting around wondering
Why it wasn't you who came up from nothing
Made it from the bottom, now when you see me I'm stunnin'

And all of my cars start with the push of a button
Telling me I changed since I blew up or whatever you call it
Switched the number to my phone so you never could call it
Don't need my name on my shirt, you can tell that I'm ballin'

Swish, what a shame, coulda got picked
Had a really good game but you missed your last shot
So you talk about who you see at the top, or what you could've saw
But sad to say it's over for, Phantom pulled up, valet open doors

Wished I go away, got what you was looking for, now It's me who they want
So you can go take that little piece of shit with you

Maroon 5:
I'm at a payphone trying to call home
All of my change, I spent on you
Where have the times gone
Baby, it's all wrong, where are the plans we made for two

If happy ever after did exist
I would still be holding you like this
And all these fairytales are full of shit
And one more fucking love song I'll be sick, now I'm at a payphone"
1268,Maroon 5,Lucky Strike,"You're such a motivator, gotta get your way
So sick of saying yes sir, yes sir
You're such an instigator, you wanna play the game
Take it or leave it, that's her, that's her

And I can't wait another minute
I can't take the look she's giving
Your body rockin' keep me up all night
One in a million, my lucky strike

Got me so high, and then she dropped me
But she got me, she got me, she got me yeah
Took me inside and then she rocked me
She keep me up all night, this is what it sounds like

Whoa oh oh oh, my lucky strike
Whoa oh oh oh, my lucky strike
(Whoa oh oh oh) Your body rockin' keep me up all night
(Whoa oh oh oh) One in a million, my lucky strike

Stuck in her elevator, she takes me to the sky
And I don't wanna go down, go down
She said I'll feel you later, go ahead and fantasize
She makes me want it right now, right now

And I can't wait another minute
I can't take the look she's giving
Your body rockin' keep me up all night
One in a million, my lucky strike

Got me so high, and then she dropped me
But she got me, she got me, she got me yeah
Took me inside and then she rocked me
She keep up all night, this is what it sounds like

Whoa oh oh oh, my lucky strike
Whoa oh oh oh, my lucky strike
(Whoa oh oh oh) Your body rockin' keep me up all night
(Whoa oh oh oh) One in a million, my lucky strike

Hey, you're taking all my pain away
You're shaking like an earthquake
Hey, you're taking all my pain away
You're shaking like an earthquake

Got me so high, and then she dropped me
But she got me, she got me, she got me yeah
Took me inside and then she rocked me
She keep up all night, this is what it sounds like

Whoa oh oh oh, my lucky strike
Whoa oh oh oh, my lucky strike
(Whoa oh oh oh) Your body rockin' keep me up all night
(Whoa oh oh oh) One in a million, my lucky strike

My lucky strike, my lucky strike
Your body rockin' keep me up all night
One in a million"
1269,Maroon 5,Back At Your Door,"From the moment the lights went off
Everything had changed
Lie awake in an empty room
In my head it all feels the same
Like the taste of the day you left
It still lingers on my breath
And the dampness of tears that left
That stain where you had wept
All alone with the negligee
That still hangs off of my bed
I keep meaning to give it away
But I just leave it there instead

No need to cry about it
I cannot live without it
Every time I wind up back at your door
Why do you do this to me?
You penetrate right through me
Every time I wind up back at your door

3 more days 'til I see your face
I'm afraid it's far too much
Cook a meal and fix up the place
Dial your number, hang it up
If I took you for granted
I apologize for acting tough
You're my reason for living
And there's no way I'm giving up, oh

No need to cry about it
I cannot live without it
Every time I wind up back at your door
Why do you do this to me?
You penetrate right through me
Every time I wind up back at your door

Now every evening is a bitter fight
And I'm eating home alone on a Friday night
And I know what your friends say:
He's just wasting your love and time
I will never let you change your mind

No need to cry about it
I cannot live without it
Every time I wind up back at your door
Why do you do this to me?
You penetrate right through me
Every time I wind up back at your door

No need to cry about it
I may just die without it
Every time I wind up back at your door
Why do you do this to me?
You penetrate right through me
Every time I wind up back at your door
Every time I wind up back at your door
Say, every time I wind up back at your door"
1270,Jason Derulo,What If,"What if?
What if I'm the one for you?
And you're the one for me?
What if...

If you are the one
Then us meeting here is fate
Future with a dog named Ben
Buy a house with a fireplace
This is the first I've seen your face
But there a chance we are soulmates
I know that this might sound crazy
You don't know my name

But we can't
We can't tell
The future no
The first kiss, the beauty of the world we know
So Imma say duuuduuu duuuduuu duuudu duuudu
Baby, what if
We all can say duuuduuu duuuduuu duuudu duuudu
Baby, what if

What if [6x]

Picture me on one knee
With the perfect diamond ring
We just met, but if you say ""yes""
We'd have our wedding on the beach
It could happen, raise three kids
And grow old so happily
I know this may sound crazy
'Cause you don't know my name

But we can't
We can't tell
The future no
The first kiss, the beauty of the world we know
So Imma say duuuduuu duuuduuu duuudu duuudu
Baby, what if
We all can say duuuduuu duuuduuu duuudu duuudu
Baby, what if

Don't know what tomorrow brings
But I'm still hoping
That you are the one for me
Oh and what if I had you and what if you had me and
Baby, what's the reason we can't fall in love?
What if
What if
What if

But we can't
We can't tell
The future no
The first kiss, the beauty of the world we know
So Imma say duuuduuu duuuduuu duuudu duuudu
Baby, what if
We all can say duuuduuu duuuduuu duuudu duuudu
Baby, what if

But we can't
We can't tell
The future no
The first kiss, the beauty of the world we know
So Imma say duuuduuu duuuduuu duuudu duuudu
Baby, what if
We all can say duuuduuu duuuduuu duuudu duuudu
Baby, what if"
1271,Train,Hey Soul Sister,"Hey, hey, hey

Your lipstick stains
On the front lobe of my left-side brains 
I knew I wouldn't forget ya
And so I went and let you blow my mind

Your sweet moonbeam
The smell of you in every single dream I dream
I knew when we collided, you're the one I have decided
Who's one of my kind

Hey, soul sister, ain't that Mr. Mister on the radio, stereo?
The way you move ain't fair, you know
Hey, soul sister, I don't wanna miss a single thing you do
Tonight

Hey, hey, hey

Just in time
I'm so glad you have a one-track mind like me
You gave my life direction
A game show love connection we can't deny 

I'm so obsessed
My heart is bound to beat right out my untrimmed chest
I believe in you; like a virgin, you're Madonna
And I'm always gonna wanna blow your mind

Hey, soul sister, ain't that Mr. Mister on the radio, stereo?
The way you move ain't fair you know
Hey, soul sister, I don't wanna miss a single thing you do
Tonight

The way you can cut a rug
Watching you's the only drug I need
You so gangster; I'm so thug
You're the only one I'm dreaming of, you see
I can be myself now, finally
In fact, there's nothing I can't be
I want the world to see you be with me

Hey, soul sister, ain't that Mr. Mister on the radio, stereo?
The way you move ain't fair you know
Hey, soul sister, I don't wanna miss a single thing you do
Tonight

Hey, soul sister, I don't wanna miss a single thing you do
Tonight
Hey, hey, hey
Tonight
Hey, hey, hey, hey
Tonight"
1272,John Legend,All of Me,"What would I do without your smart mouth
Drawing me in and you kicking me out?
Got my head spinning, no kidding
I can't pin you down

What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me
But I'll be alright

My head's underwater
But I'm breathing fine
You're crazy and I'm outta my mind

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll gives my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
And you give me all of you, oh

How many times do I have to tell you
Even when you're crying, you're beautiful too?
The world is beating you down
I'm around through every mood

You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing
This ringing in my head for you

My head's underwater
But I'm breathing fine
You're crazy and I'm out of my mind

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
And you give me all, all of you

Cards on the table
We're both showing hearts
Risking it all though it's hard

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
And you give me all of you, oh
I give you all of me, yeah
And you give me all of you, oh"
1273,Olly Murs;Flo Rida,Troublemaker,"You're a troublemaker, you're a troublemaker
You ain't nothing but a troublemaker, girl

You had me hooked again from the minute you sat down
The way you bite your lip got my head spinnin' around
After a drink or two, I was putty in your hands
I don't know if I have the strength to stand

Ooh-whoa
Trouble-troublemaker, yeah that's your middle name
Ooh-whoa
I know you're no good, but you're stuck in my brain
And I wanna know

Why does it feel so good, but hurt so bad?
Whoa-oh
My mind keeps saying
""Run as fast as you can.""

I say I'm done but then you pull me back
Whoa-oh
I swear you're giving me a heart attack
Troublemaker!

It's like you're always there in the corners of my mind
I see a silhouette every time I close my eyes
There must be poison in those finger tips of yours
'Cause I keep comin' back again for more

Ooh-whoa
Trouble-troublemaker, yeah that's your middle name
Ooh-whoa
I know you're no good but you're stuck in my brain
And I wanna know

Why does it feel so good but hurt so bad?
Whoa-oh
My mind keeps saying
""Run as fast as you can.""

I say I'm done but then you pull me back
Whoa-oh
I swear you're giving me a heart attack
Troublemaker!

Why does it feel so good but hurt so bad?
Whoa-oh
My mind keeps saying
""Run as fast as you can.""
Troublemaker!

I say I'm done but then you pull me back
Whoa-oh
I swear you're giving me a heart attack
Troublemaker!

Maybe I'm insane
'Cause I keep doing the same damn thing
Thinking one day we gon' change
But you know just how to work that back

And make me forget my name
What the hell you do I won't remember
I'll be gone until November
And you'll show up again next summer, yeah

Typical middle name is Prada
Fit you like a glove girl I'm sick of the drama
You're a troublemaker
But damn girl it's like I love the trouble
And I can't even explain why

Olly Murs:
Why does it feel so good but hurt so bad?
Whoa-oh
My mind keeps saying
""Run as fast as you can.""
Troublemaker!

I say I'm done but then you pull me back
Whoa-oh
I swear you're giving me a heart attack
Troublemaker!

Why does it feel so good but hurt so bad?
Whoa-oh
My mind keeps saying
""Run as fast as you can.""
Troublemaker!

I say I'm done but then you pull me back
Whoa-oh
I swear you're giving me a heart attack
Troublemaker!"
1274,John Legend,You & I (Nobody in the World),"You fix your make up, just so
Guess you don't know, that your beautiful
Try on every dress that you own
You were fine in my eyes, a half hour ago

If your mirror won't make it any clearer I'll
Be the one to let you know

Out of all the girls
You my one and only girl
Ain't nobody in the world tonight

All of the stars, you make them shine like they were ours
Ain't nobody in the world but you and I
You and I
Ain't nobody in the world but you and I

You stop the room when we walk in
Spotlights on everybody staring
Tell all of these boys, they wasting their time
Stop standing in line, cause your all mine

And this evening I, won't let the feeling die
I never wanna leave your side

Out of all the girls
You my one and only girl
Ain't nobody in the world tonight

All of the stars you make them shine like they were ours
Ain't nobody in the world but you and I
You and I
Ain't nobody in the world

You keep wondering if you're what I'm wanting
You don't even have to try

You don't have to try
Don't try
Don't try
You don't have to try

Out of all the girls
You my one and only girl
Ain't nobody in the world tonight

All of the stars, they don't shine brighter than you are
Ain't nobody in the world but you and I
You and I
You and I
Nobody in the world tonight
Ain't nobody in the world but you and I"
1275,David Guetta;Sia,Titanium (feat. Sia) - feat. Sia,"You shout it out
But I can't hear a word you say
Talking loud
Not saying much
Criticize
But all your bullets ricochet
Shoot me down
But I get up

I'm bulletproof
Nothing to lose
Fire away, fire away
Ricochet
You take your aim
Fire away, fire away

You shoot me down
But I won't fall
I am titanium
You shoot me down
But I won't fall
I am titanium

Cut me down
But it's you who'll have further to fall
Ghost town
Haunted love
Raise your voice
Sticks and stones may break my bones
Talking loud
Not saying much

I'm bulletproof
Nothing to lose
Fire away, fire away
Ricochet
You take your aim
Fire away, fire away

You shoot me down
But I won't fall
I am titanium
You shoot me down
But I won't fall
I am titanium
I am titanium
I am titanium

Stone heart
Machine gun
Firing at the ones who run
Stone heart
Loves bulletproof glass

You shoot me down
But I won't fall
I am titanium
You shoot me down
But I won't fall
I am titanium

You shoot me down
But I won't fall
I am titanium
You shoot me down
But I won't fall
I am titanium
I am titanium"
1276,Maroon 5,Makes Me Wonder,"Wake up with blood-shot eyes
Struggle to memorize
The way it felt between your thighs
Pleasure that made you cry

It feels so good to be bad
Not worth the aftermath
After that, after that
Try to get you back

I still don't have the reason
And you don't have the time
And it really makes me wonder
If I ever gave a fuck about you

Give me something to believe in
'Cause I don't believe in you anymore, anymore
I wonder if it even makes a difference to try
Yeah, so this is goodbye

God damn, my spinning head
Decisions that made my bed
Now I must lay in it
And deal with things I left unsaid

I want to dive into you
Forget what we're going through
I get behind, you make your move
Forget about the truth

I still don't have the reason
And you don't have the time
And it really makes me wonder
If I ever gave a fuck about you

Give me something to believe in
'Cause I don't believe in you anymore, anymore
I wonder if it even makes a difference
It even makes a difference to try, yeah

And you told me how you're feeling
But I don't believe it's true anymore, anymore
I wonder if it even makes a difference to cry
(Oh no) So this is goodbye

I've been here before
One day I'll wake up
And it won't hurt anymore
You caught me in a lie
I have no alibi
The words you say don't have a meaning

'Cause I still don't have the reason
And you don't have the time
And it really makes me wonder
If I ever gave a fuck about you and I
And so this is goodbye

Give me something to believe in
'Cause I don't believe in you anymore, anymore
I wonder if it even makes a difference
It even makes a difference to try, yeah

And you told me how you're feeling
But I don't believe it's true anymore, anymore
I wonder if it even makes a difference to cry
(Oh no) So this is goodbye

(Oh no) So this is goodbye
(Oh no) Yeah, so this is goodbye
(Oh no) Yeah, so this is goodbye"
1277,The Script;will.i.am,Hall of Fame,"Yeah, you could be the greatest
You can be the best
You can be the King Kong banging on your chest

You could beat the world
You could beat the war
You could talk to God, go banging on His door

You can throw your hands up
You can beat the clock
You can move a mountain
You can break rocks

Some will call it practice
Some will call it luck
But either way your going to the history books

Standing in the hall of fame (yeah)
And the world's gonna know your name (yeah)
'Cause you burn with the brightest flame (yeah)
And the world's gonna know your name (yeah)
And you'll be on the walls of the hall of fame

You can go the distance
You can run the mile
You can walk straight through hell with a smile

You can be a hero
You can get the gold
Breaking all the records they thought never could be broke

Do it for your people
Do it for your pride
How are you ever gonna know if you never even try?

Do it for your country
Do it for your name
'Cause there's gon' be a day when you're...

Standing in the hall of fame (yeah)
And the world's gonna know your name (yeah)
'Cause you burn with the brightest flame (yeah)
And the world's gonna know your name (yeah)
And you'll be on the walls of the hall of fame

On the walls of the hall of fame

Be students
Be teachers
Be politicians
Be preachers

Be believers
Be leaders
Be astronauts
Be champions
Be truth seekers

Be students
Be teachers
Be politicians
Be preachers

Be believers
Be leaders
Be astronauts
Be champions

Standing in the hall of fame (yeah)
And the world's gonna know your name (yeah)
'Cause you burn with the brightest flame (yeah)
And the world's gonna know your name (yeah)
And you'll be on the walls of the hall of fame

You could be the greatest
You can be the best
You can be the King Kong banging on your chest

You could beat the world
You could beat the war
You could talk to God, go banging on His door

You can throw your hands up
You can beat the clock
You can move a mountain
You can break rocks

Some will call it practice
Some will call it luck
But either way your going to the history books

Standing in the hall of fame"
1278,Phillip Phillips,Gone Gone Gone,-1
1279,Eminem;Rihanna,Love The Way You Lie,"Rihanna:
Just gonna stand there and watch me burn
But that's alright because I like the way it hurts
Just gonna stand there and hear me cry
But that's alright because I love the way you lie
I love the way you lie

Eminem:
I can't tell you what it really is, I can only tell you what it feels like
And right now there's a steel knife in my windpipe
I can't breathe but I still fight, while I can fight
As long as the wrong feels right it's like I'm in flight

High off her love, drunk from her hate, it's like I'm huffin' paint
And I love her the more I suffer, I suffocate
And right before I'm about to drown, she resuscitates
Me, she fucking hates me and I love it, wait

Where you going, I'm leaving you, no you ain't
Come back, we're running right back here we go again
It's so insane, 'cause when it's going good it's going great
I'm Superman with the wind at his back, she's Lois Lane

But when it's bad it's awful, I feel so ashamed
I snapped ""who's that dude?"", I don't even know his name
I laid hands on her, I'll never stoop so low again
I guess I don't know my own strength

Rihanna:
Just gonna stand there and watch me burn
But that's alright because I like the way it hurts
Just gonna stand there and hear me cry
But that's alright because I love the way you lie
I love the way you lie
I love the way you lie

Eminem:
You ever love somebody so much, you can barely breathe when you're with 'em
You meet and neither one of you even know what hit 'em
Got that warm fuzzy feelin', yeah them chills used to get 'em
Now you're gettin' fuckin' sick of lookin' at 'em

You'd swore you'd never hit 'em, never do nothing to hurt 'em
Now you're in each others' face, spewing venom in your words when you spit 'em
You push pull each others' hair, scratch claw bit 'em
Throw 'em down pin 'em, so lost in them moments when you're in 'em

It's the rage that took over, it controls ya both
So they say you're best to go your separate ways, guess that they don't know ya
'Cause today, that was yesterday, yesterday is over
It's a different day, sound like broken records playin' over

But you promised her, next time you'll show restraint
You don't get another chance, life is no Nintendo game
But you lied again, now you get to watch her leave out the window
Guess that's why they call it window pane

Rihanna:
Just gonna stand there and watch me burn
But that's alright because I like the way it hurts
Just gonna stand there and hear me cry
But that's alright because I love the way you lie
I love the way you lie
I love the way you lie

Eminem:
Now I know we said things, did things, that we didn't mean
Then we fall back into the same patterns, same routine
But your temper's just as bad as mine is, you're the same as me
But when it comes to love, you're just as blinded, baby please

Come back, it wasn't you, baby it was me
Maybe our relationship isn't as crazy as it seems
Maybe that's what happens when a tornado meets a volcano
All I know is I love you too much to walk away though

Come inside, pick up your bags off the sidewalk
Don't you hear sincerity in my voice when I talk
Told you this is my fault, look me in the eyeball
Next time I'm pissed, I'll aim my fist at the dry wall

Next time, there will be no next time, I apologize
Even though I know it's lies, I'm tired of the games
I just want her back, I know I'm a liar
If she ever tries to fuckin' leave again, I'ma tie her to the bed and set this house on fire

Rihanna:
Just gonna stand there and watch me burn
But that's alright because I like the way it hurts
Just gonna stand there and hear me cry
But that's alright because I love the way you lie
I love the way you lie
I love the way you lie"
